filename,width,height,class,xmin,ymin,xmax,ymax
Page_108.jpg,788,788,eyeglasses,266,532,521,787
Page_108.jpg,788,788,airplane,532,0,787,255
Page_108.jpg,788,788,butterfly,532,266,787,521
Page_108.jpg,788,788,hand,532,532,787,787
Page_109.jpg,788,788,dumbbell,0,0,255,255
Page_109.jpg,788,788,cup,0,266,255,521
Page_109.jpg,788,788,dumbbell,0,532,255,787
Page_109.jpg,788,788,hand,266,0,521,255
Page_109.jpg,788,788,hand,266,266,521,521
Page_109.jpg,788,788,eye,266,532,521,787
Page_109.jpg,788,788,eye,532,0,787,255
Page_109.jpg,788,788,eyeglasses,532,266,787,521
Page_109.jpg,788,788,butterfly,532,532,787,787
Page_11.jpg,788,788,eye,0,0,255,255
Page_11.jpg,788,788,donut,0,266,255,521
Page_11.jpg,788,788,butterfly,0,532,255,787
Page_11.jpg,788,788,eye,266,0,521,255
Page_11.jpg,788,788,airplane,266,266,521,521
Page_11.jpg,788,788,cup,266,532,521,787
Page_11.jpg,788,788,dumbbell,532,0,787,255
Page_11.jpg,788,788,butterfly,532,266,787,521
Page_11.jpg,788,788,hand,532,532,787,787
Page_110.jpg,788,788,cup,0,0,255,255
Page_110.jpg,788,788,airplane,0,266,255,521
Page_110.jpg,788,788,eyeglasses,0,532,255,787
Page_110.jpg,788,788,hand,266,0,521,255
Page_110.jpg,788,788,hand,266,266,521,521
Page_110.jpg,788,788,dumbbell,266,532,521,787
Page_110.jpg,788,788,eyeglasses,532,0,787,255
Page_110.jpg,788,788,flower,532,266,787,521
Page_110.jpg,788,788,airplane,532,532,787,787
Page_111.jpg,788,788,butterfly,0,0,255,255
Page_111.jpg,788,788,eye,0,266,255,521
Page_111.jpg,788,788,fish,0,532,255,787
Page_111.jpg,788,788,eyeglasses,266,0,521,255
Page_111.jpg,788,788,flower,266,266,521,521
Page_111.jpg,788,788,flower,266,532,521,787
Page_111.jpg,788,788,butterfly,532,0,787,255
Page_111.jpg,788,788,donut,532,266,787,521
Page_111.jpg,788,788,cup,532,532,787,787
Page_112.jpg,788,788,hand,0,0,255,255
Page_112.jpg,788,788,airplane,0,266,255,521
Page_112.jpg,788,788,donut,0,532,255,787
Page_112.jpg,788,788,flower,266,0,521,255
Page_112.jpg,788,788,hand,266,266,521,521
Page_112.jpg,788,788,hand,266,532,521,787
Page_112.jpg,788,788,hand,532,0,787,255
Page_112.jpg,788,788,dumbbell,532,266,787,521
Page_112.jpg,788,788,cup,532,532,787,787
Page_113.jpg,788,788,fish,0,0,255,255
Page_113.jpg,788,788,eyeglasses,0,266,255,521
Page_113.jpg,788,788,eyeglasses,0,532,255,787
Page_113.jpg,788,788,eyeglasses,266,0,521,255
Page_113.jpg,788,788,dumbbell,266,266,521,521
Page_113.jpg,788,788,hand,266,532,521,787
Page_113.jpg,788,788,hand,532,0,787,255
Page_113.jpg,788,788,donut,532,266,787,521
Page_113.jpg,788,788,fish,532,532,787,787
Page_114.jpg,788,788,airplane,0,0,255,255
Page_114.jpg,788,788,hand,0,266,255,521
Page_114.jpg,788,788,fish,0,532,255,787
Page_114.jpg,788,788,eyeglasses,266,0,521,255
Page_114.jpg,788,788,dumbbell,266,266,521,521
Page_114.jpg,788,788,donut,266,532,521,787
Page_114.jpg,788,788,cup,532,0,787,255
Page_114.jpg,788,788,cup,532,266,787,521
Page_114.jpg,788,788,butterfly,532,532,787,787
Page_115.jpg,788,788,donut,0,0,255,255
Page_115.jpg,788,788,eyeglasses,0,266,255,521
Page_115.jpg,788,788,airplane,0,532,255,787
Page_115.jpg,788,788,dumbbell,266,0,521,255
Page_115.jpg,788,788,cup,266,266,521,521
Page_115.jpg,788,788,donut,266,532,521,787
Page_115.jpg,788,788,eye,532,0,787,255
Page_115.jpg,788,788,fish,532,266,787,521
Page_115.jpg,788,788,hand,532,532,787,787
Page_116.jpg,788,788,hand,0,0,255,255
Page_116.jpg,788,788,butterfly,0,266,255,521
Page_116.jpg,788,788,eyeglasses,0,532,255,787
Page_116.jpg,788,788,cup,266,0,521,255
Page_116.jpg,788,788,eye,266,266,521,521
Page_116.jpg,788,788,donut,266,532,521,787
Page_116.jpg,788,788,eye,532,0,787,255
Page_116.jpg,788,788,donut,532,266,787,521
Page_116.jpg,788,788,flower,532,532,787,787
Page_117.jpg,788,788,hand,0,0,255,255
Page_117.jpg,788,788,hand,0,266,255,521
Page_117.jpg,788,788,butterfly,0,532,255,787
Page_117.jpg,788,788,hand,266,0,521,255
Page_117.jpg,788,788,butterfly,266,266,521,521
Page_117.jpg,788,788,donut,266,532,521,787
Page_117.jpg,788,788,fish,532,0,787,255
Page_117.jpg,788,788,eyeglasses,532,266,787,521
Page_117.jpg,788,788,cup,532,532,787,787
Page_118.jpg,788,788,eyeglasses,0,0,255,255
Page_118.jpg,788,788,airplane,0,266,255,521
Page_118.jpg,788,788,donut,0,532,255,787
Page_118.jpg,788,788,eyeglasses,266,0,521,255
Page_118.jpg,788,788,flower,266,266,521,521
Page_118.jpg,788,788,donut,266,532,521,787
Page_118.jpg,788,788,fish,532,0,787,255
Page_118.jpg,788,788,eyeglasses,532,266,787,521
Page_118.jpg,788,788,hand,532,532,787,787
Page_119.jpg,788,788,hand,0,0,255,255
Page_119.jpg,788,788,donut,0,266,255,521
Page_119.jpg,788,788,eyeglasses,0,532,255,787
Page_119.jpg,788,788,hand,266,0,521,255
Page_119.jpg,788,788,eye,266,266,521,521
Page_119.jpg,788,788,hand,266,532,521,787
Page_119.jpg,788,788,donut,532,0,787,255
Page_119.jpg,788,788,donut,532,266,787,521
Page_119.jpg,788,788,dumbbell,532,532,787,787
Page_12.jpg,788,788,dumbbell,0,0,255,255
Page_12.jpg,788,788,butterfly,0,266,255,521
Page_12.jpg,788,788,butterfly,0,532,255,787
Page_12.jpg,788,788,flower,266,0,521,255
Page_12.jpg,788,788,fish,266,266,521,521
Page_12.jpg,788,788,eyeglasses,266,532,521,787
Page_12.jpg,788,788,dumbbell,532,0,787,255
Page_12.jpg,788,788,airplane,532,266,787,521
Page_12.jpg,788,788,airplane,532,532,787,787
Page_120.jpg,788,788,dumbbell,0,0,255,255
Page_120.jpg,788,788,fish,0,266,255,521
Page_120.jpg,788,788,airplane,0,532,255,787
Page_120.jpg,788,788,butterfly,266,0,521,255
Page_120.jpg,788,788,donut,266,266,521,521
Page_120.jpg,788,788,hand,266,532,521,787
Page_120.jpg,788,788,hand,532,0,787,255
Page_120.jpg,788,788,dumbbell,532,266,787,521
Page_120.jpg,788,788,donut,532,532,787,787
Page_121.jpg,788,788,dumbbell,0,0,255,255
Page_121.jpg,788,788,eyeglasses,0,266,255,521
Page_121.jpg,788,788,cup,0,532,255,787
Page_121.jpg,788,788,hand,266,0,521,255
Page_121.jpg,788,788,dumbbell,266,266,521,521
Page_121.jpg,788,788,eye,266,532,521,787
Page_121.jpg,788,788,hand,532,0,787,255
Page_121.jpg,788,788,hand,532,266,787,521
Page_121.jpg,788,788,airplane,532,532,787,787
Page_122.jpg,788,788,eyeglasses,0,0,255,255
Page_122.jpg,788,788,hand,0,266,255,521
Page_122.jpg,788,788,airplane,0,532,255,787
Page_122.jpg,788,788,eye,266,0,521,255
Page_122.jpg,788,788,donut,266,266,521,521
Page_122.jpg,788,788,eyeglasses,266,532,521,787
Page_122.jpg,788,788,flower,532,0,787,255
Page_122.jpg,788,788,cup,532,266,787,521
Page_122.jpg,788,788,eye,532,532,787,787
Page_123.jpg,788,788,airplane,0,0,255,255
Page_123.jpg,788,788,eyeglasses,0,266,255,521
Page_123.jpg,788,788,hand,0,532,255,787
Page_123.jpg,788,788,fish,266,0,521,255
Page_123.jpg,788,788,airplane,266,266,521,521
Page_123.jpg,788,788,dumbbell,266,532,521,787
Page_123.jpg,788,788,fish,532,0,787,255
Page_123.jpg,788,788,fish,532,266,787,521
Page_123.jpg,788,788,airplane,532,532,787,787
Page_124.jpg,788,788,eyeglasses,0,0,255,255
Page_124.jpg,788,788,eyeglasses,0,266,255,521
Page_124.jpg,788,788,eyeglasses,0,532,255,787
Page_124.jpg,788,788,flower,266,0,521,255
Page_124.jpg,788,788,eyeglasses,266,266,521,521
Page_124.jpg,788,788,flower,266,532,521,787
Page_124.jpg,788,788,fish,532,0,787,255
Page_124.jpg,788,788,eye,532,266,787,521
Page_124.jpg,788,788,donut,532,532,787,787
Page_125.jpg,788,788,cup,0,0,255,255
Page_125.jpg,788,788,butterfly,0,266,255,521
Page_125.jpg,788,788,hand,0,532,255,787
Page_125.jpg,788,788,flower,266,0,521,255
Page_125.jpg,788,788,donut,266,266,521,521
Page_125.jpg,788,788,hand,266,532,521,787
Page_125.jpg,788,788,hand,532,0,787,255
Page_125.jpg,788,788,eyeglasses,532,266,787,521
Page_125.jpg,788,788,flower,532,532,787,787
Page_126.jpg,788,788,hand,0,0,255,255
Page_126.jpg,788,788,eyeglasses,0,266,255,521
Page_126.jpg,788,788,hand,0,532,255,787
Page_126.jpg,788,788,butterfly,266,0,521,255
Page_126.jpg,788,788,fish,266,266,521,521
Page_126.jpg,788,788,flower,266,532,521,787
Page_126.jpg,788,788,fish,532,0,787,255
Page_126.jpg,788,788,flower,532,266,787,521
Page_126.jpg,788,788,cup,532,532,787,787
Page_127.jpg,788,788,airplane,0,0,255,255
Page_127.jpg,788,788,airplane,0,266,255,521
Page_127.jpg,788,788,hand,0,532,255,787
Page_127.jpg,788,788,dumbbell,266,0,521,255
Page_127.jpg,788,788,fish,266,266,521,521
Page_127.jpg,788,788,hand,266,532,521,787
Page_127.jpg,788,788,butterfly,532,0,787,255
Page_127.jpg,788,788,eye,532,266,787,521
Page_127.jpg,788,788,cup,532,532,787,787
Page_128.jpg,788,788,butterfly,0,0,255,255
Page_128.jpg,788,788,eyeglasses,0,266,255,521
Page_128.jpg,788,788,eyeglasses,0,532,255,787
Page_128.jpg,788,788,airplane,266,0,521,255
Page_128.jpg,788,788,hand,266,266,521,521
Page_128.jpg,788,788,flower,266,532,521,787
Page_128.jpg,788,788,butterfly,532,0,787,255
Page_128.jpg,788,788,fish,532,266,787,521
Page_128.jpg,788,788,hand,532,532,787,787
Page_129.jpg,788,788,cup,0,0,255,255
Page_129.jpg,788,788,butterfly,0,266,255,521
Page_129.jpg,788,788,hand,0,532,255,787
Page_129.jpg,788,788,eyeglasses,266,0,521,255
Page_129.jpg,788,788,eyeglasses,266,266,521,521
Page_129.jpg,788,788,donut,266,532,521,787
Page_129.jpg,788,788,donut,532,0,787,255
Page_129.jpg,788,788,eyeglasses,532,266,787,521
Page_129.jpg,788,788,cup,532,532,787,787
Page_13.jpg,788,788,airplane,0,0,255,255
Page_13.jpg,788,788,cup,0,266,255,521
Page_13.jpg,788,788,eyeglasses,0,532,255,787
Page_13.jpg,788,788,eyeglasses,266,0,521,255
Page_13.jpg,788,788,hand,266,266,521,521
Page_13.jpg,788,788,hand,266,532,521,787
Page_13.jpg,788,788,flower,532,0,787,255
Page_13.jpg,788,788,flower,532,266,787,521
Page_13.jpg,788,788,donut,532,532,787,787
Page_130.jpg,788,788,airplane,0,0,255,255
Page_130.jpg,788,788,fish,0,266,255,521
Page_130.jpg,788,788,fish,0,532,255,787
Page_130.jpg,788,788,hand,266,0,521,255
Page_130.jpg,788,788,hand,266,266,521,521
Page_130.jpg,788,788,dumbbell,266,532,521,787
Page_130.jpg,788,788,airplane,532,0,787,255
Page_130.jpg,788,788,dumbbell,532,266,787,521
Page_130.jpg,788,788,hand,532,532,787,787
Page_131.jpg,788,788,donut,0,0,255,255
Page_131.jpg,788,788,butterfly,0,266,255,521
Page_131.jpg,788,788,eye,0,532,255,787
Page_131.jpg,788,788,flower,266,0,521,255
Page_131.jpg,788,788,airplane,266,266,521,521
Page_131.jpg,788,788,airplane,266,532,521,787
Page_131.jpg,788,788,hand,532,0,787,255
Page_131.jpg,788,788,flower,532,266,787,521
Page_131.jpg,788,788,eye,532,532,787,787
Page_132.jpg,788,788,donut,0,0,255,255
Page_132.jpg,788,788,airplane,0,266,255,521
Page_132.jpg,788,788,eyeglasses,0,532,255,787
Page_132.jpg,788,788,fish,266,0,521,255
Page_132.jpg,788,788,hand,266,266,521,521
Page_132.jpg,788,788,eye,266,532,521,787
Page_132.jpg,788,788,airplane,532,0,787,255
Page_132.jpg,788,788,fish,532,266,787,521
Page_132.jpg,788,788,eyeglasses,532,532,787,787
Page_133.jpg,788,788,hand,0,0,255,255
Page_133.jpg,788,788,flower,0,266,255,521
Page_133.jpg,788,788,cup,0,532,255,787
Page_133.jpg,788,788,eye,266,0,521,255
Page_133.jpg,788,788,hand,266,266,521,521
Page_133.jpg,788,788,hand,266,532,521,787
Page_133.jpg,788,788,eye,532,0,787,255
Page_133.jpg,788,788,hand,532,266,787,521
Page_133.jpg,788,788,eye,532,532,787,787
Page_134.jpg,788,788,hand,0,0,255,255
Page_134.jpg,788,788,dumbbell,0,266,255,521
Page_134.jpg,788,788,hand,0,532,255,787
Page_134.jpg,788,788,eye,266,0,521,255
Page_134.jpg,788,788,eye,266,266,521,521
Page_134.jpg,788,788,flower,266,532,521,787
Page_134.jpg,788,788,fish,532,0,787,255
Page_134.jpg,788,788,airplane,532,266,787,521
Page_134.jpg,788,788,donut,532,532,787,787
Page_135.jpg,788,788,butterfly,0,0,255,255
Page_135.jpg,788,788,eyeglasses,0,266,255,521
Page_135.jpg,788,788,hand,0,532,255,787
Page_135.jpg,788,788,flower,266,0,521,255
Page_135.jpg,788,788,eyeglasses,266,266,521,521
Page_135.jpg,788,788,donut,266,532,521,787
Page_135.jpg,788,788,cup,532,0,787,255
Page_135.jpg,788,788,airplane,532,266,787,521
Page_135.jpg,788,788,eyeglasses,532,532,787,787
Page_136.jpg,788,788,airplane,0,0,255,255
Page_136.jpg,788,788,cup,0,266,255,521
Page_136.jpg,788,788,hand,0,532,255,787
Page_136.jpg,788,788,hand,266,0,521,255
Page_136.jpg,788,788,flower,266,266,521,521
Page_136.jpg,788,788,flower,266,532,521,787
Page_136.jpg,788,788,hand,532,0,787,255
Page_136.jpg,788,788,dumbbell,532,266,787,521
Page_136.jpg,788,788,airplane,532,532,787,787
Page_137.jpg,788,788,fish,0,0,255,255
Page_137.jpg,788,788,donut,0,266,255,521
Page_137.jpg,788,788,hand,0,532,255,787
Page_137.jpg,788,788,hand,266,0,521,255
Page_137.jpg,788,788,dumbbell,266,266,521,521
Page_137.jpg,788,788,fish,266,532,521,787
Page_137.jpg,788,788,cup,532,0,787,255
Page_137.jpg,788,788,hand,532,266,787,521
Page_137.jpg,788,788,flower,532,532,787,787
Page_138.jpg,788,788,airplane,0,0,255,255
Page_138.jpg,788,788,dumbbell,0,266,255,521
Page_138.jpg,788,788,hand,0,532,255,787
Page_138.jpg,788,788,dumbbell,266,0,521,255
Page_138.jpg,788,788,eyeglasses,266,266,521,521
Page_138.jpg,788,788,hand,266,532,521,787
Page_138.jpg,788,788,cup,532,0,787,255
Page_138.jpg,788,788,airplane,532,266,787,521
Page_138.jpg,788,788,fish,532,532,787,787
Page_139.jpg,788,788,eyeglasses,0,0,255,255
Page_139.jpg,788,788,cup,0,266,255,521
Page_139.jpg,788,788,eye,0,532,255,787
Page_139.jpg,788,788,dumbbell,266,0,521,255
Page_139.jpg,788,788,airplane,266,266,521,521
Page_139.jpg,788,788,cup,266,532,521,787
Page_139.jpg,788,788,fish,532,0,787,255
Page_139.jpg,788,788,flower,532,266,787,521
Page_139.jpg,788,788,cup,532,532,787,787
Page_14.jpg,788,788,flower,0,0,255,255
Page_14.jpg,788,788,eyeglasses,0,266,255,521
Page_14.jpg,788,788,eyeglasses,0,532,255,787
Page_14.jpg,788,788,hand,266,0,521,255
Page_14.jpg,788,788,dumbbell,266,266,521,521
Page_14.jpg,788,788,hand,266,532,521,787
Page_14.jpg,788,788,eye,532,0,787,255
Page_14.jpg,788,788,hand,532,266,787,521
Page_14.jpg,788,788,dumbbell,532,532,787,787
Page_140.jpg,788,788,eye,0,0,255,255
Page_140.jpg,788,788,eyeglasses,0,266,255,521
Page_140.jpg,788,788,dumbbell,0,532,255,787
Page_140.jpg,788,788,hand,266,0,521,255
Page_140.jpg,788,788,butterfly,266,266,521,521
Page_140.jpg,788,788,flower,266,532,521,787
Page_140.jpg,788,788,airplane,532,0,787,255
Page_140.jpg,788,788,eyeglasses,532,266,787,521
Page_140.jpg,788,788,flower,532,532,787,787
Page_141.jpg,788,788,butterfly,0,0,255,255
Page_141.jpg,788,788,hand,0,266,255,521
Page_141.jpg,788,788,fish,0,532,255,787
Page_141.jpg,788,788,eye,266,0,521,255
Page_141.jpg,788,788,cup,266,266,521,521
Page_141.jpg,788,788,butterfly,266,532,521,787
Page_141.jpg,788,788,butterfly,532,0,787,255
Page_141.jpg,788,788,hand,532,266,787,521
Page_141.jpg,788,788,dumbbell,532,532,787,787
Page_142.jpg,788,788,airplane,0,0,255,255
Page_142.jpg,788,788,hand,0,266,255,521
Page_142.jpg,788,788,fish,0,532,255,787
Page_142.jpg,788,788,eye,266,0,521,255
Page_142.jpg,788,788,eyeglasses,266,266,521,521
Page_142.jpg,788,788,dumbbell,266,532,521,787
Page_142.jpg,788,788,eyeglasses,532,0,787,255
Page_142.jpg,788,788,donut,532,266,787,521
Page_142.jpg,788,788,fish,532,532,787,787
Page_143.jpg,788,788,eye,0,0,255,255
Page_143.jpg,788,788,donut,0,266,255,521
Page_143.jpg,788,788,dumbbell,0,532,255,787
Page_143.jpg,788,788,eyeglasses,266,0,521,255
Page_143.jpg,788,788,eye,266,266,521,521
Page_143.jpg,788,788,fish,266,532,521,787
Page_143.jpg,788,788,fish,532,0,787,255
Page_143.jpg,788,788,fish,532,266,787,521
Page_143.jpg,788,788,butterfly,532,532,787,787
Page_144.jpg,788,788,hand,0,0,255,255
Page_144.jpg,788,788,hand,0,266,255,521
Page_144.jpg,788,788,dumbbell,0,532,255,787
Page_144.jpg,788,788,cup,266,0,521,255
Page_144.jpg,788,788,hand,266,266,521,521
Page_144.jpg,788,788,fish,266,532,521,787
Page_144.jpg,788,788,dumbbell,532,0,787,255
Page_144.jpg,788,788,butterfly,532,266,787,521
Page_144.jpg,788,788,donut,532,532,787,787
Page_145.jpg,788,788,airplane,0,0,255,255
Page_145.jpg,788,788,flower,0,266,255,521
Page_145.jpg,788,788,cup,0,532,255,787
Page_145.jpg,788,788,airplane,266,0,521,255
Page_145.jpg,788,788,butterfly,266,266,521,521
Page_145.jpg,788,788,fish,266,532,521,787
Page_145.jpg,788,788,dumbbell,532,0,787,255
Page_145.jpg,788,788,dumbbell,532,266,787,521
Page_145.jpg,788,788,hand,532,532,787,787
Page_146.jpg,788,788,fish,0,0,255,255
Page_146.jpg,788,788,butterfly,0,266,255,521
Page_146.jpg,788,788,dumbbell,0,532,255,787
Page_146.jpg,788,788,cup,266,0,521,255
Page_146.jpg,788,788,eyeglasses,266,266,521,521
Page_146.jpg,788,788,butterfly,266,532,521,787
Page_146.jpg,788,788,dumbbell,532,0,787,255
Page_146.jpg,788,788,hand,532,266,787,521
Page_146.jpg,788,788,eyeglasses,532,532,787,787
Page_147.jpg,788,788,hand,0,0,255,255
Page_147.jpg,788,788,airplane,0,266,255,521
Page_147.jpg,788,788,fish,0,532,255,787
Page_147.jpg,788,788,fish,266,0,521,255
Page_147.jpg,788,788,airplane,266,266,521,521
Page_147.jpg,788,788,eyeglasses,266,532,521,787
Page_147.jpg,788,788,flower,532,0,787,255
Page_147.jpg,788,788,butterfly,532,266,787,521
Page_147.jpg,788,788,eyeglasses,532,532,787,787
Page_148.jpg,788,788,fish,0,0,255,255
Page_148.jpg,788,788,fish,0,266,255,521
Page_148.jpg,788,788,eyeglasses,0,532,255,787
Page_148.jpg,788,788,butterfly,266,0,521,255
Page_148.jpg,788,788,dumbbell,266,266,521,521
Page_148.jpg,788,788,butterfly,266,532,521,787
Page_148.jpg,788,788,flower,532,0,787,255
Page_148.jpg,788,788,eyeglasses,532,266,787,521
Page_148.jpg,788,788,donut,532,532,787,787
Page_149.jpg,788,788,butterfly,0,0,255,255
Page_149.jpg,788,788,dumbbell,0,266,255,521
Page_149.jpg,788,788,airplane,0,532,255,787
Page_149.jpg,788,788,cup,266,0,521,255
Page_149.jpg,788,788,eye,266,266,521,521
Page_149.jpg,788,788,hand,266,532,521,787
Page_149.jpg,788,788,butterfly,532,0,787,255
Page_149.jpg,788,788,flower,532,266,787,521
Page_149.jpg,788,788,eyeglasses,532,532,787,787
Page_15.jpg,788,788,airplane,0,0,255,255
Page_15.jpg,788,788,hand,0,266,255,521
Page_15.jpg,788,788,eye,0,532,255,787
Page_15.jpg,788,788,flower,266,0,521,255
Page_15.jpg,788,788,dumbbell,266,266,521,521
Page_15.jpg,788,788,airplane,266,532,521,787
Page_15.jpg,788,788,cup,532,0,787,255
Page_15.jpg,788,788,eyeglasses,532,266,787,521
Page_15.jpg,788,788,cup,532,532,787,787
Page_150.jpg,788,788,butterfly,0,0,255,255
Page_150.jpg,788,788,hand,0,266,255,521
Page_150.jpg,788,788,hand,0,532,255,787
Page_150.jpg,788,788,flower,266,0,521,255
Page_150.jpg,788,788,butterfly,266,266,521,521
Page_150.jpg,788,788,fish,266,532,521,787
Page_150.jpg,788,788,hand,532,0,787,255
Page_150.jpg,788,788,eyeglasses,532,266,787,521
Page_150.jpg,788,788,airplane,532,532,787,787
Page_151.jpg,788,788,dumbbell,0,0,255,255
Page_151.jpg,788,788,airplane,0,266,255,521
Page_151.jpg,788,788,airplane,0,532,255,787
Page_151.jpg,788,788,hand,266,0,521,255
Page_151.jpg,788,788,eye,266,266,521,521
Page_151.jpg,788,788,hand,266,532,521,787
Page_151.jpg,788,788,hand,532,0,787,255
Page_151.jpg,788,788,hand,532,266,787,521
Page_151.jpg,788,788,hand,532,532,787,787
Page_152.jpg,788,788,dumbbell,0,0,255,255
Page_152.jpg,788,788,donut,0,266,255,521
Page_152.jpg,788,788,flower,0,532,255,787
Page_152.jpg,788,788,dumbbell,266,0,521,255
Page_152.jpg,788,788,dumbbell,266,266,521,521
Page_152.jpg,788,788,airplane,266,532,521,787
Page_152.jpg,788,788,flower,532,0,787,255
Page_152.jpg,788,788,flower,532,266,787,521
Page_152.jpg,788,788,eyeglasses,532,532,787,787
Page_153.jpg,788,788,airplane,0,0,255,255
Page_153.jpg,788,788,eyeglasses,0,266,255,521
Page_153.jpg,788,788,eye,0,532,255,787
Page_153.jpg,788,788,cup,266,0,521,255
Page_153.jpg,788,788,hand,266,266,521,521
Page_153.jpg,788,788,fish,266,532,521,787
Page_153.jpg,788,788,flower,532,0,787,255
